"channel","title","body","url","date","note"
"요즘IT","에이전틱 엔지니어링 시대에서 살아남기","에이전트는 단순한 챗봇이 아니다. 문서를 읽고, 코드를 바꾸고, 툴을 호출하고, 결과를 다시 평가해 다음 행동을 선택하는 실행 주체다. 이 말은 곧, AI를 잘 쓴다는 것이 “질문을 잘하는 사람”에 머무르지 않는다는 뜻이다. 이제는 AI와 사람이 함께 일해도 무너지지 않는 구조를 설계하는 사람이 오래 살아남을 것이다. 이 글의 핵심은 하나다. 에이전트 시대의 승부처는 모델 이해가 아니라 업무 설계다. 누가 더 멋진 프롬프트를 쓰느냐보다, 누가 더 나은 작업 단위와 검증 루프를 만들 수 있느냐가 훨씬 중요해진다.","https://yozm.wishket.com/magazine/detail/3752/","","본문 요약(og:description)"
"요즘IT","개발자가 써본 클로드 디자인 실전 후기","개발자로서 웹이나 앱 서비스를 개발할 때면 항상 디자인을 어떻게 할 것인지 고민이었습니다. 외주를 맡기자니 비용이 부담스러워 직접 화면을 그리거나, 부족한 디자인 감각으로 그럴듯한 템플릿을 어색하게 끼워 맞추는 경우가 많았죠. 그러던 와중에 ‘클로드 디자인(Claude Design)’이 새롭게 출시된 겁니다. 과연 디자인에 대한 고민을 해결해 줄 수 있을지, 직접 확인하기 위해 써봤습니다. 이번 글에서는 개발자(비디자이너)인 제가 클로드 디자인으로 직접 프로젝트를 진행한 경험을 공유하면서, 어떤 점이 유용했고 어떤 점이 아쉬웠는지, 그리고 앞으로 디자이너의 역할이 어떻게 변할지에 대한 생각을 정리해 보았습니다.","https://yozm.wishket.com/magazine/detail/3751/","","본문 요약(og:description)"
"요즘IT","디자인 AI 워크플로에 ‘고삐’를 채워줄 기술 8가지","지금 IT 업계의 키워드는 이러한 제어를 AI에 적용하는 ‘하네스 엔지니어링(Harness Engineering)’입니다. 야생마처럼 날뛰는 AI의 생산력에 디자인 원칙이라는 고삐를 채워, 우리가 원하는 미래의 사용자 경험으로 정확히 인도하는 기술의 중요성이 커지고 있습니다. 그렇기에 디자이너와 기획자의 역할 역시 제작에서 점검으로 중심축이 이동하고 있습니다. AI가 만든 수많은 초안 속에서 미세한 결함을 찾아내고, 브랜드의 영혼을 불어넣어 최종 완성도를 결정하는 심판관으로서의 역량이 새로운 생존 전략이 된 것입니다. 이번 글에서는 이러한 하네스 엔지니어링의 관점에서 변화한 디자인 AI 워크플로우와 우리가 주목해야 할 지능형 점검 기술들을 짚어보려 합니다.","https://yozm.wishket.com/magazine/detail/3747/","","본문 요약(og:description)"
"요즘IT","AI 오피스: 24시간 깨어 있는 에이전트에게 영혼 불어넣기","다들 '심즈(The Sims)'를 아시나요? 나를 닮은, 혹은 내가 원하는 페르소나를 가진 캐릭터들이 자율적으로 행동하는 것을 지켜보는 것만으로도 묘한 도파민이 뿜어져 나오는 그 게임 말입니다. 제가 만든 ‘My Office AI Town’은 이 고전적인 재미에 최신 LLM(대규모 언어 모델) 기술을 얹었습니다. 기존 시뮬레이션 게임들이 미리 짜인 스크립트에 따라 움직였다면, My Office AI Town의 AI 직원(에이전트)들은 매 순간 실시간으로 변화하는 맥락(Context) 속에서 스스로 판단하고 대화를 나눕니다. 혼자서는 도무지 엄두가 나지 않는 작업이라, AI 친구들과 함께(Vibe Coding) 만들어 보기로 했습니다.","https://yozm.wishket.com/magazine/detail/3750/","","본문 요약(og:description)"
"요즘IT","누구도 알려주지 않는 백엔드 로드맵","자바, JSP, SQL만 알아도 백엔드 개발자가 될 수 있던 시절이 있었습니다. 오늘날에는 백엔드 개발자가 되려면 알아야 하는 지식이 너무나 많습니다. 그래서 백엔드 개발자가 되려면 무엇을 공부해야 하는지 가늠조차 하기 어려운 분들에게 도움을 주고자 백엔드 개발자가 알아야 하는 지식을 넓고 얕게 소개합니다.","https://yozm.wishket.com/magazine/detail/2064/","","본문 요약(og:description)"
"요즘IT","GEO 시대의 글쓰기, SEO와 무엇이 같고 무엇이 다른가","""기존에 써둔 글은 다 버려야 하나요?"" ""SEO를 잘하면 GEO는 자동으로 되는 거죠?"" GEO 콘텐츠 전략을 설명할 때마다 자주 듣는 두 질문에 GEO 전문가 이소연 빌더블 대표가 답합니다. AI는 사용자의 질문을 그대로 검색하지 않고 여러 서브 쿼리로 분해해 답변을 만듭니다. 이 때문에 SEO가 키워드 분석이라면 GEO는 맥락 분석에 가깝습니다. 이 글에서는 쿼리 팬아웃의 작동 방식, AI 인용을 높이는 구조와 내용, 외부 브랜드 언급의 중요성, 그리고 실무자가 당장 실행할 수 있는 네 가지 액션을 다룹니다.","https://yozm.wishket.com/magazine/detail/3748/","","본문 요약(og:description)"
"요즘IT","문서 정리의 끝판왕 ‘PARA’ 시작하기(feat. 옵시디언)","이번 글에서는 티아고 포르테가 제시한 PARA를 알아보겠습니다. 티아고 포르테가 저서 <세컨드 브레인>에서 제시한 PARA는 간단함과 명쾌함 덕에 인기 있는 프레임워크가 되었습니다. 메모 앱 옵시디언뿐만 아니라 다른 노트 앱에서도 사용할 수 있고 심지어 폴더나 파일을 정리할 때도 활용할 수 있습니다. 먼저 PARA가 어떤 방법인지 알아본 다음, 제가 옵시디언에서 사용하는 PARA를 참고하며 ‘이런 식으로 사용하는구나’ 감을 잡아보시길 바랍니다.","https://yozm.wishket.com/magazine/detail/2917/","","본문 요약(og:description)"
"요즘IT","아마존,  삼성전자 등 데이터 리더 9인 추천 도서 30권","기술 말고 내공 있는 데이터 리더로서 성장하는 데 도움을 주는, 변치 않는 방정식을 아낌없이 알려주는 선배, 그리고 10년이 지나도 변치 않을 데이터 과학 원칙을 제시한 아마존 • IDT • 빅쏠 • 우아한형제들 • 코드스테이츠 • 쏘카 • 삼성전자 • 11번가 • 페블러스의 전현직 데이터 리더 9명이 생애 가장 도움이 된 30가지 도서를 소개합니다.","https://yozm.wishket.com/magazine/detail/2820/","","본문 요약(og:description)"
"요즘IT","기획부터 실행까지 돕는 크리에이티브 에이전트 ‘Luma AI’","아직까지는 AI 크리에이티브 도구가 '소재 생성'에 집중하고 있을 뿐, 실제 크리에이티브 운영의 핵심인 '기획과 조율'을 충분히 다루지 못하는 경우가 많은데요. 오늘 소개할 서비스는 이런 한계를 보완하기 위해 우리가 어떤 접근 방식을 취해야 하는지를 보다 상세히 확인할 수 있는Luma AI입니다. Luma AI는 AI 크리에이티브 에이전트 플랫폼입니다. 자체 생성 모델을 꽤 오래전부터 운영, 에이전트 내에서도 자체 모델을 활용하고 있어, 보다 자연스러운 워크플로우를 경험할 수 있습니다. 이번 글에서 Luma AI의 주요 기능과 사용 팁을 살펴보겠습니다. ","https://yozm.wishket.com/magazine/detail/3740/","","본문 요약(og:description)"
"요즘IT","AI가 UX를 설계하는 방식: 화면보다 흐름이 먼저인 ‘Figr’","최근 몇 년 사이 AI 디자인 도구는 폭발적으로 늘어났습니다. 텍스트 프롬프트만 입력하면 UI 화면을 만들어주거나, 와이어프레임을 자동으로 생성해 주는 서비스를 이제는 쉽게 만나볼 수 있죠. 하지만 실제 제품을 만드는 기획자나 디자이너 입장에서 이런 도구를 쓰다 보면, 한 가지 공통적인 아쉬움을 느끼게 됩니다. 바로 ""화면은 빠르게 만들어지는데, UX 설계와 제품 사고는 여전히 사람이 해야 한다""는 점입니다. 이 지점에서 등장한 서비스가 바로 오늘 소개할 ‘Figr’입니다. Figr는 스스로를 단순한 AI 디자인 툴이 아니라 ""AI Design Agent""라고 설명합니다. 화면을 만들어주는 도구라기보다는, UX 사고 → 사용자 흐름 설계 → 프로토타입 제작까지 이어지는 제품 설계 과정을 AI가 함께 수행하는 협업 도구에 가깝습니다.","https://yozm.wishket.com/magazine/detail/3685/","","본문 요약(og:description)"
"요즘IT","요즘IT 콘텐츠, 이제 '스크랩'하세요!","안녕하세요, 요즘IT입니다. 오늘은 요즘IT 업데이트 소식을 전하러 왔는데요. 바로 콘텐츠 ‘스크랩’ 기능이 추가되었다는 소식입니다! 이제 요즘IT에서 원하는 콘텐츠를 ‘스크랩’ 해보세요. 기억에 남는 문장을 ‘형광펜’ 표시하고, 좋은 아이디어가 떠오르면 바로 ‘메모’할 수 있습니다. 지금부터 기능을 소개해 드릴게요.","https://yozm.wishket.com/magazine/detail/1889","","본문 요약(og:description)"
"요즘IT","관심 있는 작가의 최신 콘텐츠, ‘알림 받기’로 간편하게!","안녕하세요, 요즘IT입니다. 오늘은 성장에 대한 열정이 한 여름의 태양처럼 빛나는 독자분들을 위해 서비스 업데이트 소식을 전하려고 합니다. 이번 업데이트에선 그동안 독자분들이 주신 피드백을 바탕으로 '독자와 작가를 연결할 수 있는 과정'에 더 집중했습니다. 새롭게 등장한 요즘 작가들 페이지에서 작가 목록을 확인하고, 관심 있는 작가의 최신 콘텐츠를 '알림 받기'를 통해 간편하게 이메일로 받아보실 수 있습니다. 지금부터 기능들을 소개해 드릴게요.","https://yozm.wishket.com/magazine/detail/2131","","본문 요약(og:description)"
"요즘IT","1년 동안 LLM과 프로그래밍하며 얻은 교훈","저는 새로운 기술에 호기심이 많은 편입니다. LLM을 실험해 보고 난 뒤, 이것이 실용적 가치가 있을지 궁금해졌습니다. 복잡한 질문에 대해 때때로 정교한 답변을 제시할 수 있는 기술이라는 점이 매력적이었죠. 더욱 흥미로웠던 것은 컴퓨터가 요청한 대로 프로그램의 일부를 작성하려 시도하고, 실제로 상당한 진전을 이뤄내는 것이었습니다. 저는 이 호기심을 쫓아, 대부분의 경우 거의 틀리지 않는 결과물을 생성할 수 있는 이 도구가 제 일상 업무에 실질적인 도움이 될 수 있는지 확인해 보기로 했습니다. 결론적으로 말씀드리자면, 생성형 모델은 제가 프로그래밍할 때 유용했습니다.","https://yozm.wishket.com/magazine/detail/3002/","","본문 요약(og:description)"
"요즘IT","ChatGPT vs Claude, 수능 보고 서울대 갈 수 있을까?","“ChatGPT 美 변호사 시험 상위 10%로 통과”, “Claude 3, AI 첫 IQ 100 돌파” 위와 같이 AI의 능력을 홍보하는 문구들을 자주 접하셨을 것 같습니다. 이러한 성과들이 대단해 보이기는 하지만, 한편으로는 그 수준이 어느 정도인지 체감이 안 될 때가 있는데요. 마침 지난주 목요일 치러진 2025 대학 수능 시험을 통해 AI 능력을 시험해 보기로 했습니다. 평가 과목으로는 국어, 영어, 수학을 선택했는데요. 그 이유는 AI의 언어 처리 능력과 수리적 사고력을 종합적으로 평가하기 위함이고, 특히 한국어 능력 수준이 어느 정도 되는지 가늠해 보기 위함입니다.","https://yozm.wishket.com/magazine/detail/2851/","","본문 요약(og:description)"
"요즘IT","업무 효율 높여주는 AI 이미지 제작 가이드","제안서를 작성하거나, 기획 업무를 할 때 필요한 이미지를 찾느라 고생해 본 경험... 한 번쯤 있지 않으신가요? 제안서 또는 랜딩 페이지에 들어갈 딱 맞는 이미지를 찾기 위해, 스톡 이미지 사이트를 둘러봐도 원하는 느낌을 한 번에 찾기란 쉽지 않죠. 이번 글에서는 원하는 이미지를 만들기 위한 프롬프트 작성법, 무료로 높은 수준의 AI 이미지를 생성할 수 있는 방법, 그리고 이미지에 모션 효과를 넣을 수 있는 방법을 살펴보겠습니다. ","https://yozm.wishket.com/magazine/detail/2850/","","본문 요약(og:description)"
"요즘IT","AI 도구는 도대체 어떻게 쓰나요?","2024 추석을 맞이해 요즘IT가 풍성한 글 모음을 선물로 준비했습니다. 이번 글은 요즘 핫한 ‘AI 도구’에 관한 글입니다. ChatGPT 등장 이후, 업무 생산성을 높여주는 여러 AI 도구가 많아졌는데요. 도대체 어떻게 써야 효율적일까요? 호기심에 몇 번 써보다가 그만두기를 반복하셨다면, 이번 글을 통해 AI 도구가 어떻게 쓰이는지 자세히 알아보는 시간이 되길 바랍니다.","https://yozm.wishket.com/magazine/detail/2764/","","본문 요약(og:description)"
"요즘IT","꾸준히 성장하는 AI 제품은 어떻게 만들까?","짧은 주기로 쏟아져나오는 생성형 AI 기술들로 인해 마음이 조급해졌던 적이 있습니다. 그러나 개인적인 시행착오와 여러 AI 스타트업의 성공 및 실패 사례들로 배운 것이 있습니다. 추상적인 컨셉과 AI 기술의 ‘생소함’에 쏠렸던 관심을 다시 ‘지속 가능한 제품’으로 되돌려야 한다는 점입니다. 프로덕트 매니저로서 장기적인 제품의 비전과 단기적인 사업 성과를 함께 따져보며 AI 프로덕트의 지속적인 성장을 이끌어낼 수 있는 실용적인 방법에 대해 고민했습니다. 이처럼 ‘지속적인 성장’에 대한 고민을 ‘산타 세이’ 라는 AI 제품의 개발 과정에 어떻게 반영하여 제품을 출시하고 개선했었는지 그 과정을 상세히 공유하고자 합니다.","https://yozm.wishket.com/magazine/detail/2724/","","본문 요약(og:description)"
"요즘IT","생성 AI 서비스, 2024 ‘소비 트렌드’ 따라잡기","최근 OpenAI가 업그레이드된 GPT 모델 ‘ChatGPT-4o’를 발표했습니다. 구글도 생성 AI 관련 다수의 업데이트를 발표했고요. 관심이 뜨거운 영역인 만큼 변화의 속도는 여전히 엄청난 상황입니다. 이렇게 쏟아지는 생성 AI 기술은 연일 대중들에게 놀라움을 선사하고 있죠. 다만 ‘관심’과 ‘놀라움’ 이상의 의미를 지니기 위해서는 사람들이 그 기술에 쉽게 접근하고 사용할 수 있어야 합니다. 이번 글에서는 지난 3월 안드레센 호로위츠(Andreessen Horowitz)가 발표한 자료를 토대로, 실제 생성 AI 서비스가 어떻게 활용되고 있는지 소비 트렌드를 살펴보고자 합니다.","https://yozm.wishket.com/magazine/detail/2614/","","본문 요약(og:description)"
"요즘IT","생성형 AI 시대를 이해하기 위한 필수 용어 사전","지난 2023년 11월 30일은 ChatGPT가 출시된 지 1년이 되는 날이었습니다. 빠르게 변화하는 기술 트렌드 속에서도 ChatGPT를 중심으로 하는 생성형 AI 기술은 꾸준히 인기를 유지하며 트렌드의 중심에 서 있습니다. 오늘은 아직 생성형 AI 기술에 익숙하지 않은 분들을 위해 이 기술과 관련된 중요한 용어들을 최대한 쉽게 풀어서 설명해 보고자 합니다. 기본적인 것부터 심화된 내용까지 다뤄볼 예정이니, 이번 글을 통해 생성형 AI와 더 친숙해지는 계기가 되길 바랍니다.","https://yozm.wishket.com/magazine/detail/2360/","","본문 요약(og:description)"
"요즘IT","영화 'Her' 현실로? 감성 AI 시장, 얼마나 커질까","현재 외국에서는 감성 AI 시장이 커짐에 따라, 많은 스타트업들이 도전장을 내밀면서 다양한 제품들이 하루가 다르게 시장에 나오고 있습니다. 오늘은 소셜 인터랙션 기술을 바탕으로 다양한 비즈니스 파트너와의 협업 가능성을 살펴보고자 합니다. 이를 위해서 해외 감성 AI 서비스는 어떤 것들이 있고, 각각의 소구점은 무엇인지 살펴보고 현재 국내 서비스들에 어떤 식으로 접목시킬 수 있는지 면밀히 분석해 보았습니다.","https://yozm.wishket.com/magazine/detail/2228/","","본문 요약(og:description)"
